date,location,tempmax,tempmin,temp,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon
2021-09-29,Chennai,34,27,29.8,23.5,69.7,0,0,0,,,16.6,279,1006.7,63.2,5.8,237.5,20.6,8,,2021-09-29 5:58:03,2021-09-29 18:00:13,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-30,Chennai,33,26.9,29,25.5,81.6,5.274,100,12.5,rain,,9.4,280.3,1007.6,75.8,4.9,150.3,13.1,5,,2021-09-30 5:58:05,2021-09-30 17:59:32,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
2021-10-01,Chennai,34,27.4,30.1,25.9,79.1,3.628,100,4.17,rain,,22.3,87.2,1007.1,58.1,5.2,225.2,19.5,7,,2021-10-01 5:58:07,2021-10-01 17:58:50,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-10-02,Chennai,34,27,30.2,25.5,77.1,1,100,8.33,rain,,20.5,95,1007.1,52.3,5.7,109.1,9.4,4,,2021-10-02 5:58:09,2021-10-02 17:58:10,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-10-03,Chennai,33,27,29.6,25.5,79.1,3.208,100,8.33,rain,,18.4,100,1006.7,65.1,5.6,156.4,13.6,6,,2021-10-03 5:58:12,2021-10-03 17:57:29,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-10-04,Chennai,34,26.9,30,25.7,78.7,0,0,0,,,16.6,87.3,1006.1,53.3,5.9,213,18.5,8,,2021-10-04 5:58:15,2021-10-04 17:56:49,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-10-05,Chennai,29,25,26.7,25.3,92.3,44.921,100,25,rain,,14.8,331.9,1005.4,89.1,3.2,111.8,9.5,4,,2021-10-05 5:58:18,2021-10-05 17:56:09,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
2021-10-06,Chennai,33,25.7,28.7,25.4,83.3,7.981,100,4.17,rain,,14.8,184,1004.7,76.7,5,170.6,14.7,6,,2021-10-06 5:58:21,2021-10-06 17:55:30,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-10-07,Chennai,34,26.2,29.7,26,81.1,29.061,100,8.33,rain,,18.4,180.5,1005.4,78.2,5.3,162.8,14.1,6,,2021-10-07 5:58:25,2021-10-07 17:54:51,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-10-08,Chennai,33,27.3,29.5,24.9,77.2,0,0,0,,,18.4,256.6,1005.8,67.6,5.6,145.9,12.5,5,,2021-10-08 5:58:30,2021-10-08 17:54:12,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-10-09,Chennai,35,26.7,30.2,24.3,71.7,7.256,100,4.17,rain,,18.4,281.4,1006.4,60.9,5.6,92.3,8,3,,2021-10-09 5:58:34,2021-10-09 17:53:34,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-10-10,Chennai,34,26.4,29.1,24.9,78.9,21.549,100,4.17,rain,,29.5,285.4,1006.2,85.4,5,115.4,9.9,4,,2021-10-10 5:58:39,2021-10-10 17:52:57,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-10-11,Chennai,33.4,26.5,29.2,25.2,79.7,0.508,100,4.17,rain,,11.2,279.8,1005,84.8,4.4,101.5,8.7,4,,2021-10-11 5:58:45,2021-10-11 17:52:20,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
2021-10-12,Chennai,35,26.6,29.3,23.9,74.1,0.137,100,4.17,rain,,20.5,272.6,1005,75,5.5,190.5,16.4,7,,2021-10-12 5:58:50,2021-10-12 17:51:43,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-10-13,Chennai,35,25.7,28.6,24,77.4,3.58,100,8.33,rain,37.1,20.5,282.3,1004.7,67.2,4.8,231.2,19.7,8,,2021-10-13 5:58:57,2021-10-13 17:51:07,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-10-14,Chennai,35,25.8,29.8,25.4,78.3,0,0,0,,,14.8,248.3,1003.8,63.6,5.5,155.2,13.4,6,,2021-10-14 5:59:03,2021-10-14 17:50:32,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-10-15,Chennai,35,27,29.5,24.8,76.7,0.218,100,4.17,rain,,20.5,255,1001.7,75.2,4.6,134.4,11.7,5,,2021-10-15 5:59:11,2021-10-15 17:49:58,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-10-16,Chennai,32.2,27.4,29.3,25.7,81,0,0,0,,,11.2,205.7,1001.8,71.2,4.9,150.4,12.9,5,,2021-10-16 5:59:18,2021-10-16 17:49:24,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-10-17,Chennai,34,26.1,29.9,24.9,75.4,0.363,100,4.17,rain,,14.8,238.4,1003,67.9,5.2,105.9,9.3,4,,2021-10-17 5:59:26,2021-10-17 17:48:50,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-10-18,Chennai,34,27.7,30.2,25,74.7,0,0,0,,,14.8,267.5,1005.5,83.9,4.6,111.8,9.7,4,,2021-10-18 5:59:35,2021-10-18 17:48:18,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-10-19,Chennai,36,27,30.4,25.7,76.8,3.293,100,4.17,rain,,18.4,259.3,1008.3,62.8,4.8,102.3,8.8,3,,2021-10-19 5:59:44,2021-10-19 17:47:46,0.49,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain
2021-10-20,Chennai,34,27.8,30.2,25.8,78,0,0,0,,,14.8,155.9,1010.2,59.8,5.2,101.4,8.8,4,,2021-10-20 5:59:54,2021-10-20 17:47:15,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-10-21,Chennai,34,26.8,29.8,25.3,77.9,0,0,0,,,11.2,192.9,1010.8,64.2,4.2,95.7,8.3,3,,2021-10-21 6:00:04,2021-10-21 17:46:44,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-10-22,Chennai,33,26.4,29.9,25,75.7,2.177,100,4.17,rain,,13,140.3,1011.2,46.9,5.1,112.6,9.6,4,,2021-10-22 6:00:15,2021-10-22 17:46:15,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-10-23,Chennai,34,27,30,25.4,77.4,0,0,0,,,11.2,190.1,1011.5,60.9,5.3,118.1,10.2,4,,2021-10-23 6:00:27,2021-10-23 17:45:46,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-10-24,Chennai,33,26,28.4,25,82.8,10.726,100,4.17,rain,,22.3,60.7,1011.3,73.3,4.6,217.5,18.8,8,,2021-10-24 6:00:39,2021-10-24 17:45:18,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-10-25,Chennai,33,25.2,28.7,24.4,78.6,8.707,100,4.17,rain,,18.4,30.1,1010.2,68.9,5.1,178.6,15.4,6,,2021-10-25 6:00:51,2021-10-25 17:44:51,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-10-26,Chennai,32,26,28.7,24.2,77.3,3.019,100,4.17,rain,,18.4,64.3,1009.2,71.3,4.4,236.9,20.4,8,,2021-10-26 6:01:04,2021-10-26 17:44:24,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-10-27,Chennai,33,26,29,24,75,0,0,0,,,22.3,38.4,1009.2,63.7,4.6,221.3,19.1,8,,2021-10-27 6:01:18,2021-10-27 17:43:59,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-10-28,Chennai,29,26.5,27.6,23.7,79.6,1.561,100,4.17,rain,,22.3,10.4,1009.4,89.6,3.6,127.3,10.9,5,,2021-10-28 6:01:33,2021-10-28 17:43:34,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
2021-10-29,Chennai,30,25,26.7,24.7,89.2,17.725,100,12.5,rain,,14.8,15.1,1010.4,88,3.6,103.4,8.9,4,,2021-10-29 6:01:48,2021-10-29 17:43:11,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
2021-10-30,Chennai,31,24.8,27.5,25,86.8,38.042,100,20.83,rain,,13,35.4,1011.4,78,4.1,103,8.8,4,,2021-10-30 6:02:03,2021-10-30 17:42:48,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
2021-10-31,Chennai,32,25.7,28,25.4,86.6,18.549,100,16.67,rain,,18.4,57.8,1010.7,91.3,4.3,122.4,10.8,4,,2021-10-31 6:02:20,2021-10-31 17:42:27,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
2021-11-01,Chennai,30,25.7,26.9,25.1,89.9,34.9,100,20.83,rain,,18.4,51.2,1010.2,89.8,3.9,103.6,9,4,,2021-11-01 6:02:37,2021-11-01 17:42:06,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
2021-11-02,Chennai,29,25,26.7,25.1,91.3,33.195,100,20.83,rain,,14.8,68.5,1010.3,94.6,3.7,126.1,10.8,5,,2021-11-02 6:02:54,2021-11-02 17:41:46,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
2021-11-03,Chennai,30,24.8,26.9,25,89.9,25.107,100,12.5,rain,,18.4,63.5,1010.1,89.1,3.9,79,6.9,3,,2021-11-03 6:03:12,2021-11-03 17:41:28,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
2021-11-04,Chennai,28,24.9,25.9,24.5,91.9,25.493,100,16.67,rain,,13,11.8,1009.9,86.8,3.4,88.6,7.7,3,,2021-11-04 6:03:31,2021-11-04 17:41:10,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
2021-11-05,Chennai,31,24.6,27.3,24.6,86,33,100,4.17,rain,,16.6,10.7,1008.8,57.2,4.8,98.8,8.4,4,,2021-11-05 6:03:51,2021-11-05 17:40:53,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-11-06,Chennai,28.1,24.9,25.9,24.7,93.4,32.238,100,16.67,rain,,14.8,19,1008,90.7,3.8,139.2,12.2,5,,2021-11-06 6:04:11,2021-11-06 17:40:38,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
2021-11-07,Chennai,26,24.5,25.3,24.6,95.7,248.467,100,29.17,rain,,22.3,18.3,1007.6,95,2.5,161.8,14.1,6,,2021-11-07 6:04:31,2021-11-07 17:40:23,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
2021-11-08,Chennai,27,23.5,25.4,24.2,93.1,41.452,100,29.17,rain,,9.4,3.1,1009,97.3,2.4,77.2,6.7,3,,2021-11-08 6:04:53,2021-11-08 17:40:10,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
2021-11-09,Chennai,27,24.4,25.5,23.7,89.7,35.847,100,16.67,rain,,11.2,10.7,1009,99,2.8,83.7,7.3,3,,2021-11-09 6:05:15,2021-11-09 17:39:58,0.14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
2021-11-10,Chennai,26,22.6,23.7,22.4,92.2,71.982,100,29.17,rain,,18.4,344,1007.7,100,2.6,70.7,6.1,3,,2021-11-10 6:05:37,2021-11-10 17:39:46,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
2021-11-11,Chennai,27,22.3,24,23,94.2,214.736,100,25,rain,74.2,46.4,0.2,1001.1,98,2.6,67.2,5.8,3,,2021-11-11 6:06:01,2021-11-11 17:39:36,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
2021-11-12,Chennai,31,23.5,26.6,23.9,85.7,0,0,0,,,16.6,155.7,1005.5,79.6,5,204.5,17.6,8,,2021-11-12 6:06:25,2021-11-12 17:39:27,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-11-13,Chennai,30,24.9,27.6,24.6,83.9,1.451,100,4.17,rain,,11.2,157.2,1007.2,70.6,4.4,142.3,12.3,5,,2021-11-13 6:06:49,2021-11-13 17:39:19,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-11-14,Chennai,31,25.4,28.1,25.3,85.7,0,0,0,,,13,132.9,1007.4,54.3,5,182.1,15.6,7,,2021-11-14 6:07:14,2021-11-14 17:39:13,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-11-15,Chennai,28,25.8,26.9,25.1,90.5,0.32,100,12.5,rain,,7.6,86.8,1006.5,78.9,3.6,171.1,14.8,6,,2021-11-15 6:07:40,2021-11-15 17:39:07,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
2021-11-16,Chennai,31,25,28,24.9,84.3,0,0,0,,,14.8,105.8,1006.7,55.7,4.8,170.1,14.6,6,,2021-11-16 6:08:06,2021-11-16 17:39:03,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-11-17,Chennai,31,25,27.2,25.4,90.4,15.395,100,16.67,rain,,18.7,54.4,1008.3,71.7,3.8,135.8,11.6,5,,2021-11-17 6:08:32,2021-11-17 17:38:59,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-11-18,Chennai,28,25,26.6,25.5,93.7,56.098,100,25,rain,40.7,22.3,45,1004.2,94.1,3.2,53.2,4.5,2,,2021-11-18 6:09:00,2021-11-18 17:38:57,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
2021-11-19,Chennai,28,25.7,26.6,24.8,90.1,10.99,100,12.5,rain,44.6,25.9,134.9,1002.5,87.1,3.3,181.7,15.9,6,,2021-11-19 6:09:28,2021-11-19 17:38:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
2021-11-20,Chennai,29,25.4,27,25,89,12.46,100,12.5,rain,,14.8,160,1005.6,90.1,3.7,210.5,18.1,8,,2021-11-20 6:09:56,2021-11-20 17:38:56,0.51,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
2021-11-21,Chennai,31,24.4,27.7,24.8,85.1,0.363,100,4.17,rain,,13,65.5,1008.3,62.3,4.7,124.1,10.7,4,,2021-11-21 6:10:25,2021-11-21 17:38:58,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-11-22,Chennai,31,25,27.5,25.3,88.2,26.875,100,12.5,rain,,16.6,36.3,1009.9,67.5,4.7,118.2,10.3,4,,2021-11-22 6:10:54,2021-11-22 17:39:00,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
2021-11-23,Chennai,32,25.6,28.5,25.1,82.9,2.902,100,4.17,rain,,18.4,60.9,1009.5,58.9,5.4,133.3,11.5,5,,2021-11-23 6:11:23,2021-11-23 17:39:04,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-11-24,Chennai,32,25.4,28.4,25,82.6,0,0,0,,,20.5,61.6,1009.7,66.2,5.5,129.7,11.3,5,,2021-11-24 6:11:53,2021-11-24 17:39:08,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-11-25,Chennai,31,24.4,27.9,25.3,85.8,50.371,100,20.83,rain,,22.3,41.6,1009.4,82.4,4,93.5,8.2,3,,2021-11-25 6:12:24,2021-11-25 17:39:14,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-11-26,Chennai,28,25.4,26.3,25.7,96.6,82.218,100,29.17,rain,37.1,18.4,36.9,1009.8,94.7,2.7,82.5,7,3,,2021-11-26 6:12:55,2021-11-26 17:39:21,0.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
2021-11-27,Chennai,29,23.8,25.9,24.7,93.2,109.042,100,25,rain,,18.4,27.3,1010,91.8,3.1,67.8,5.7,2,,2021-11-27 6:13:26,2021-11-27 17:39:29,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
2021-11-28,Chennai,29,23,25.6,24.6,94.1,35.074,100,20.83,rain,,24.1,83,1010.9,83.6,3.3,80.6,6.9,3,,2021-11-28 6:13:58,2021-11-28 17:39:38,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-11-29,Chennai,28,24.6,26,25,94.7,15.195,100,16.67,rain,,9.4,358.2,1011.6,89.2,3.2,78.2,6.7,3,,2021-11-29 6:14:29,2021-11-29 17:39:49,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
2021-11-30,Chennai,31,25.6,28,26,89.3,0.818,100,8.33,rain,,24.1,83.6,1011.5,60.5,5,128.8,11.1,5,,2021-11-30 6:15:01,2021-11-30 17:40:00,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-12-01,Chennai,31,25.7,27.9,24.8,84.2,0,0,0,,,24.1,68.8,1011,64.6,4.5,200,17.4,7,,2021-12-01 6:15:34,2021-12-01 17:40:12,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-02,Chennai,31,25,27.7,22.9,76.6,0,0,0,,,18.4,44.4,1010.9,48.7,5.6,226.1,19.6,8,,2021-12-02 6:16:06,2021-12-02 17:40:26,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-03,Chennai,31.2,24,27.4,23.8,82,0,0,0,,,18.4,20.4,1010.6,46.1,5.4,115,10,4,,2021-12-03 6:16:39,2021-12-03 17:40:40,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-04,Chennai,32,23.7,27.6,22.9,77.4,0,0,0,,,9.4,27.4,1010.6,26.2,5,219.1,18.8,8,,2021-12-04 6:17:12,2021-12-04 17:40:56,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-05,Chennai,33,24.4,28.2,24.8,83.3,0,0,0,,,11.2,167.5,1010.6,31,4.3,216,18.5,8,,2021-12-05 6:17:45,2021-12-05 17:41:13,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-06,Chennai,32,26.1,28.2,25.8,87.3,1.451,100,4.17,rain,,14.8,127.1,1010.7,51,3.7,193.1,16.7,7,,2021-12-06 6:18:18,2021-12-06 17:41:30,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-12-07,Chennai,32,25,27.9,24.7,83.9,0,0,0,,,14.8,42.9,1011.3,47.1,4.8,217.5,18.7,8,,2021-12-07 6:18:51,2021-12-07 17:41:49,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-08,Chennai,32,25.3,28.2,25.4,85.2,0,0,0,,,18.4,67.6,1011.1,43.2,4.3,218,19,8,,2021-12-08 6:19:24,2021-12-08 17:42:08,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-09,Chennai,31.6,25.9,28.4,24.6,80.6,1.451,100,4.17,rain,,14.6,67.5,1012.1,53.7,6,205.3,17.9,8,,2021-12-09 6:19:57,2021-12-09 17:42:28,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
2021-12-10,Chennai,31.2,25.3,28,24.3,81.5,0,0,0,,,24.2,40.2,1012.7,51.2,5.1,231.6,20.1,8,,2021-12-10 6:20:31,2021-12-10 17:42:50,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-11,Chennai,30.6,25.7,28.2,24.6,81.8,3.823,100,8.33,rain,,22,21,1012.1,54.8,5.9,225.3,19.5,8,,2021-12-11 6:21:04,2021-12-11 17:43:12,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
2021-12-12,Chennai,31.5,25.3,27.9,24.8,84.3,18.602,100,16.67,rain,,19.6,44.7,1012,70.6,5.1,232,20,8,,2021-12-12 6:21:36,2021-12-12 17:43:35,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-12-13,Chennai,31.2,25.9,28.2,24.7,81.5,2.259,100,8.33,rain,,23.1,54.6,1011.1,64.1,4.6,210.9,18.1,8,,2021-12-13 6:22:09,2021-12-13 17:43:59,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
2021-12-14,Chennai,29.9,25.8,27.8,23.3,77.2,0,0,0,,40.7,23.1,37.9,1010.8,55.2,5.4,179,15.5,7,,2021-12-14 6:22:42,2021-12-14 17:44:23,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-15,Chennai,29.7,26.3,27.8,21.8,70.3,0,0,0,,40.7,20,22.9,1011.6,48.6,5.6,211.6,18.3,8,,2021-12-15 6:23:14,2021-12-15 17:44:49,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-16,Chennai,30.7,24.4,27.3,21.3,71.1,0,0,0,,,15.4,27.5,1010.2,48.6,4.6,208.1,18,7,,2021-12-16 6:23:46,2021-12-16 17:45:15,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-17,Chennai,30.1,23.8,26.8,21.3,72.7,0,0,0,,,13.9,7.3,1013,49.8,4.2,160.4,13.9,6,,2021-12-17 6:24:18,2021-12-17 17:45:42,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-18,Chennai,30.2,22.9,26.7,21,72,0,0,0,,,14.9,14.5,1012.3,38.2,4,220.5,19,8,,2021-12-18 6:24:50,2021-12-18 17:46:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-19,Chennai,30.6,22.4,26.3,19.6,67.6,0,0,0,,,16.4,31.5,1013.2,35.6,4.6,211.6,18.3,8,,2021-12-19 6:25:21,2021-12-19 17:46:37,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-20,Chennai,31.1,22,26.5,21.8,76.3,0,0,0,,,15.4,3.1,1013.4,46.5,4.1,222.9,19.3,8,,2021-12-20 6:25:51,2021-12-20 17:47:06,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-21,Chennai,31.8,23.2,27.2,22.1,75,0,0,0,,,18.2,44.6,1013.7,39.6,4.4,226.8,19.7,8,,2021-12-21 6:26:22,2021-12-21 17:47:36,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-22,Chennai,30.3,22.7,26.2,20.4,72.1,0,0,0,,,17.5,116.3,1012.6,28.5,3.6,223.4,19.1,8,,2021-12-22 6:26:51,2021-12-22 17:48:06,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-23,Chennai,29.6,21,25.4,19.1,69.9,0,0,0,,,17.1,119,1012.2,30.6,4.5,227.7,19.7,8,,2021-12-23 6:27:21,2021-12-23 17:48:36,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-24,Chennai,30.9,21.9,26.1,20.4,71.8,0,0,0,,,12.1,82.1,1012.1,28.9,4.7,238.8,20.7,9,,2021-12-24 6:27:50,2021-12-24 17:49:07,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-25,Chennai,29,22,25.9,20.8,74.6,0,0,0,,,14.3,89.4,993,25.2,5.1,241.4,21,9,,2021-12-25 6:28:18,2021-12-25 17:49:38,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-26,Chennai,29.3,22.4,26.1,21.2,75.4,0,0,0,,,14.9,110.2,1013.7,23.6,4.8,222,19,8,,2021-12-26 6:28:45,2021-12-26 17:50:10,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-27,Chennai,30,22.8,26.7,21.7,75.2,0,0,0,,,16,97.8,1014,30.3,5.3,212.6,18.4,8,,2021-12-27 6:29:12,2021-12-27 17:50:42,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-28,Chennai,30,24.3,26.7,23.5,82.8,0.708,100,4.17,rain,,18.4,36.6,1012.9,54.3,5.2,236,20.3,8,,2021-12-28 6:29:39,2021-12-28 17:51:15,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
2021-12-29,Chennai,31.1,23.9,27,22.6,77.4,0,0,0,,,20.9,61,1012.1,41.8,5.3,231.7,20,8,,2021-12-29 6:30:04,2021-12-29 17:51:48,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-12-30,Chennai,29.6,24.2,26,23.7,87.4,180.377,100,16.67,rain,40.7,22,46,1013.1,74.7,3.3,180,15.6,7,,2021-12-30 6:30:29,2021-12-30 17:52:21,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-12-31,Chennai,29.1,25.5,26.8,24.6,87.9,45.298,100,12.5,rain,37.1,22,37.9,1013.5,94.9,3.6,194.4,16.8,7,,2021-12-31 6:30:54,2021-12-31 17:52:54,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
2022-01-01,Chennai,29.3,25.6,27.2,25.1,88.3,39.14,100,8.33,rain,37.1,20.3,35,1014,74.7,4.8,192.5,16.6,7,,2022-01-01 6:31:17,2022-01-01 17:53:28,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2022-01-02,Chennai,30.1,24.8,27.3,23.6,80.8,0,0,0,,,19.5,44.1,1013,53.3,5.1,215.3,18.5,8,,2022-01-02 6:31:40,2022-01-02 17:54:02,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2022-01-03,Chennai,29.3,24.4,26.9,22.3,77,0,0,0,,,22.4,41.9,1012.6,39.4,4.7,226.1,19.6,8,,2022-01-03 6:32:02,2022-01-03 17:54:36,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2022-01-04,Chennai,29.3,23.7,26.2,20.8,73.1,0,0,0,,,17.5,32.4,1013,39.9,4.9,229.4,19.6,8,,2022-01-04 6:32:23,2022-01-04 17:55:10,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2022-01-05,Chennai,28.3,23,26.1,22,78.5,0,0,0,,,17.1,35,1013.1,35.4,4.7,225.1,19.3,8,,2022-01-05 6:32:43,2022-01-05 17:55:44,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2022-01-06,Chennai,29.1,23,26.3,22.5,80.5,0,0,0,,,19.6,65,1012.4,35.9,5.2,235.5,20.2,8,,2022-01-06 6:33:02,2022-01-06 17:56:18,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2022-01-07,Chennai,30.1,24.1,27,23.9,84.1,0,0,0,,,19.6,48.2,1012.7,51.7,5,239.2,20.8,8,,2022-01-07 6:33:20,2022-01-07 17:56:52,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2022-01-08,Chennai,32,23.5,28,24.9,84.2,0,0,0,,,16.6,26.9,1013.2,41.6,6.2,224.2,19.3,8,,2022-01-08 6:33:37,2022-01-08 17:57:26,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
